DATABASE_ID,DRUGBANK_ID,DRUG_GROUPS,GENERIC_NAME,SMILES
DB00335,DB00335,approved,Atenolol,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
DB00336,DB00336,approved; investigational; vet_approved; withdrawn,Nitrofural,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O
DB00338,DB00338,approved; investigational; vet_approved,Omeprazole,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C
DB00339,DB00339,approved; investigational,Pyrazinamide,NC(=O)C1=NC=CN=C1
DB00340,DB00340,approved,Metixene,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1
DB00341,DB00341,approved,Cetirizine,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB00342,DB00342,approved; withdrawn,Terfenadine,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB00343,DB00343,approved; investigational,Diltiazem,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
DB00344,DB00344,approved,Protriptyline,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12
DB00345,DB00345,approved; investigational,Aminohippuric acid,NC1=CC=C(C=C1)C(=O)NCC(O)=O
DB00346,DB00346,approved; investigational,Alfuzosin,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1
DB00347,DB00347,approved,Trimethadione,CN1C(=O)OC(C)(C)C1=O
DB00348,DB00348,approved; investigational,Nitisinone,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O
DB00349,DB00349,approved; illicit,Clobazam,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O
DB00351,DB00351,approved; investigational; vet_approved,Megestrol acetate,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C
DB00352,DB00352,approved,Tioguanine,NC1=NC(=S)C2=C(N1)N=CN2
DB00353,DB00353,approved,Methylergometrine,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO
DB00354,DB00354,approved,Buclizine,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1
DB00355,DB00355,approved,Aztreonam,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
DB00356,DB00356,approved,Chlorzoxazone,ClC1=CC2=C(OC(=O)N2)C=C1
DB00357,DB00357,approved; investigational,Aminoglutethimide,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
DB00358,DB00358,approved; investigational,Mefloquine,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
DB00359,DB00359,approved; investigational; vet_approved,Sulfadiazine,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
DB00360,DB00360,approved; investigational,Sapropterin,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O
DB00365,DB00365,approved; investigational; withdrawn,Grepafloxacin,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O
DB00366,DB00366,approved; vet_approved,Doxylamine,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1
DB00367,DB00367,approved; investigational,Levonorgestrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
DB00368,DB00368,approved,Norepinephrine,NC[C@H](O)C1=CC(O)=C(O)C=C1
DB00369,DB00369,approved,Cidofovir,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1
DB00370,DB00370,approved,Mirtazapine,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
DB00371,DB00371,approved; illicit,Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O
DB00372,DB00372,approved; withdrawn,Thiethylperazine,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
DB00373,DB00373,approved,Timolol,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1
DB00374,DB00374,approved; investigational,Treprostinil,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1
DB00376,DB00376,approved,Trihexyphenidyl,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
DB00377,DB00377,approved; investigational,Palonosetron,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2
DB00378,DB00378,approved; investigational; withdrawn,Dydrogesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C
DB00379,DB00379,approved; investigational,Mexiletine,CC(N)COC1=C(C)C=CC=C1C
DB00380,DB00380,approved; withdrawn,Dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
DB00381,DB00381,approved,Amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC
DB00382,DB00382,approved; investigational; withdrawn,Tacrine,NC1=C2CCCCC2=NC2=CC=CC=C12
DB00383,DB00383,approved,Oxyphencyclimine,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
DB00384,DB00384,approved,Triamterene,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1
DB00387,DB00387,approved,Procyclidine,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1
DB00388,DB00388,approved,Phenylephrine,CNC[C@H](O)C1=CC(O)=CC=C1
DB00389,DB00389,approved; investigational,Carbimazole,CCOC(=O)N1C=CN(C)C1=S
DB00391,DB00391,approved; investigational,Sulpiride,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O
DB00392,DB00392,approved,Profenamine,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12
DB00393,DB00393,approved; investigational,Nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C
DB00394,DB00394,approved; investigational,Beclomethasone dipropionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB00395,DB00395,approved,Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
DB00396,DB00396,approved; vet_approved,Progesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB00397,DB00397,approved; vet_approved; withdrawn,Phenylpropanolamine,CC(N)C(O)C1=CC=CC=C1
DB00398,DB00398,approved; investigational,Sorafenib,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1
DB00399,DB00399,approved,Zoledronic acid,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O
DB00400,DB00400,approved; investigational; vet_approved,Griseofulvin,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC
DB00401,DB00401,approved,Nisoldipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C
DB00402,DB00402,approved; investigational,Eszopiclone,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
DB00404,DB00404,approved; illicit; investigational,Alprazolam,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
DB00405,DB00405,approved,Dexbrompheniramine,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1
DB00406,DB00406,approved,Gentian violet cation,CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C
DB00408,DB00408,approved,Loxapine,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2
DB00409,DB00409,approved; withdrawn,Remoxipride,CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC
DB00411,DB00411,approved,Carbamoylcholine,C[N+](C)(C)CCOC(N)=O
DB00412,DB00412,approved; investigational,Rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
DB00413,DB00413,approved; investigational,Pramipexole,CCCN[C@H]1CCC2=C(C1)SC(N)=N2
DB00414,DB00414,approved; investigational; withdrawn,Acetohexamide,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
DB00415,DB00415,approved; vet_approved,Ampicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
DB00417,DB00417,approved; vet_approved,Phenoxymethylpenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O
DB00418,DB00418,approved; vet_approved,Secobarbital,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
DB00419,DB00419,approved,Miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00420,DB00420,approved; vet_approved,Promazine,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12
DB00421,DB00421,approved,Spironolactone,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O
DB00422,DB00422,approved; investigational,Methylphenidate,COC(=O)C(C1CCCCN1)C1=CC=CC=C1
DB00423,DB00423,approved; vet_approved,Methocarbamol,COC1=C(OCC(O)COC(N)=O)C=CC=C1
DB00425,DB00425,approved,Zolpidem,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1
DB00426,DB00426,approved; investigational,Famciclovir,CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O
DB00427,DB00427,approved,Triprolidine,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1
DB00428,DB00428,approved; investigational,Streptozocin,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
DB00430,DB00430,approved,Cefpiramide,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C1=C(O)C=C(C)N=C1)C1=CC=C(O)C=C1)C(O)=O
DB00432,DB00432,approved; investigational,Trifluridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F
DB00433,DB00433,approved; vet_approved,Prochlorperazine,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
DB00434,DB00434,approved,Cyproheptadine,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12
DB00436,DB00436,approved,Bendroflumethiazide,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F
DB00437,DB00437,approved,Allopurinol,OC1=NC=NC2=C1C=NN2
DB00438,DB00438,approved,Ceftazidime,[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1
DB00439,DB00439,approved; withdrawn,Cerivastatin,COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C
DB00440,DB00440,approved; vet_approved,Trimethoprim,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
DB00441,DB00441,approved,Gemcitabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
DB00442,DB00442,approved; investigational,Entecavir,NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C
DB00443,DB00443,approved; vet_approved,Betamethasone,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB00444,DB00444,approved,Teniposide,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@H]2O[C@]1([H])O[C@]2([H])CO[C@H](O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1
DB00445,DB00445,approved,Epirubicin,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
DB00446,DB00446,approved; vet_approved; withdrawn,Chloramphenicol,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O
DB00447,DB00447,approved; investigational; withdrawn,Loracarbef,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1
DB00448,DB00448,approved; investigational,Lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1
DB00449,DB00449,approved,Dipivefrin,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1
DB00450,DB00450,approved; vet_approved,Droperidol,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12
DB00451,DB00451,approved,Levothyroxine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
DB00452,DB00452,approved,Framycetin,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
DB00454,DB00454,approved,Meperidine,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
DB00455,DB00455,approved; investigational,Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
DB00456,DB00456,approved; investigational; vet_approved,Cefalotin,[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H]
DB00457,DB00457,approved,Prazosin,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
DB00458,DB00458,approved,Imipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
DB00459,DB00459,approved,Acitretin,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
DB00461,DB00461,approved,Nabumetone,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2
DB00463,DB00463,withdrawn,Metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O
DB00465,DB00465,approved,Ketorolac,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
DB00467,DB00467,approved; investigational,Enoxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
DB00468,DB00468,approved,Quinine,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12
DB00469,DB00469,approved,Tenoxicam,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O
DB00470,DB00470,approved; illicit,Dronabinol,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1
DB00471,DB00471,approved,Montelukast,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1
DB00472,DB00472,approved; vet_approved,Fluoxetine,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
DB00473,DB00473,approved; withdrawn,Hexylcaine,CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1
DB00474,DB00474,approved,Methohexital,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O
DB00476,DB00476,approved,Duloxetine,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1
DB00477,DB00477,approved; investigational; vet_approved,Chlorpromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
DB00478,DB00478,approved; investigational,Rimantadine,CC(N)C12CC3CC(CC(C3)C1)C2
DB00479,DB00479,approved; investigational; vet_approved,Amikacin,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
DB00480,DB00480,approved,Lenalidomide,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
DB00481,DB00481,approved; investigational,Raloxifene,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2
DB00482,DB00482,approved; investigational,Celecoxib,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
DB00484,DB00484,approved,Brimonidine,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12
DB00485,DB00485,approved; investigational; vet_approved,Dicloxacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O
DB00486,DB00486,approved; investigational,Nabilone,[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC
DB00487,DB00487,approved,Pefloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1
DB00488,DB00488,approved,Altretamine,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
DB00489,DB00489,approved,Sotalol,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB00490,DB00490,approved; investigational,Buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1
DB00491,DB00491,approved,Miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00493,DB00493,approved,Cefotaxime,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
DB00494,DB00494,approved; investigational,Entacapone,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N
DB00495,DB00495,approved,Zidovudine,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O
DB00496,DB00496,approved; investigational,Darifenacin,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
DB00497,DB00497,approved; illicit; investigational,Oxycodone,COC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5C
DB00498,DB00498,approved; investigational,Phenindione,O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1
DB00499,DB00499,approved; investigational,Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
DB00500,DB00500,approved,Tolmetin,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1
DB00501,DB00501,approved; investigational,Cimetidine,CN\C(NCCSCC1=C(C)NC=N1)=N\C#N
DB00502,DB00502,approved,Haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
DB00504,DB00504,approved,Levallorphan,[H][C@@]12CCCC[C@@]11CCN(CC=C)[C@@H]2CC2=C1C=C(O)C=C2
DB00505,DB00505,withdrawn,Tridihexethyl,CC[N+](CC)(CC)CCC(O)(C1CCCCC1)C1=CC=CC=C1
DB00507,DB00507,approved; investigational; vet_approved,Nitazoxanide,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O
DB00508,DB00508,approved; vet_approved,Triflupromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F
DB00509,DB00509,approved; investigational,Dextrothyroxine,N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
DB00513,DB00513,approved; investigational,Aminocaproic acid,NCCCCCC(O)=O
DB00514,DB00514,approved,Dextromethorphan,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2
DB00518,DB00518,approved; vet_approved,Albendazole,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2
DB00519,DB00519,approved,Trandolapril,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
DB00521,DB00521,approved,Carteolol,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00522,DB00522,investigational; withdrawn,Bentiromide,OC(=O)C1=CC=C(NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)C2=CC=CC=C2)C=C1
DB00523,DB00523,approved; investigational,Alitretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O
DB00524,DB00524,approved,Metolazone,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O
DB00525,DB00525,approved; investigational; vet_approved,Tolnaftate,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1
DB00527,DB00527,approved; vet_approved,Cinchocaine,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
DB00528,DB00528,approved; investigational,Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1
DB00529,DB00529,approved,Foscarnet,OC(=O)P(O)(O)=O
DB00530,DB00530,approved; investigational,Erlotinib,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2
DB00531,DB00531,approved; investigational,Cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1
DB00532,DB00532,approved; investigational; withdrawn,Mephenytoin,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1
DB00533,DB00533,approved; investigational; withdrawn,Rofecoxib,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
DB00535,DB00535,approved,Cefdinir,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O
DB00536,DB00536,approved,Guanidine,NC(N)=N
DB00537,DB00537,approved; investigational,Ciprofloxacin,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
DB00539,DB00539,approved; investigational,Toremifene,CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1
DB00540,DB00540,approved,Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
DB00542,DB00542,approved; investigational,Benazepril,[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC
DB00543,DB00543,approved,Amoxapine,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1
DB00544,DB00544,approved,Fluorouracil,FC1=CNC(=O)NC1=O
DB00545,DB00545,approved; investigational,Pyridostigmine,CN(C)C(=O)OC1=C[N+](C)=CC=C1
DB00546,DB00546,experimental,Adinazolam,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
DB00547,DB00547,approved,Desoximetasone,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB00548,DB00548,approved,Azelaic acid,OC(=O)CCCCCCCC(O)=O
DB00549,DB00549,approved; investigational,Zafirlukast,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C
DB00550,DB00550,approved; investigational,Propylthiouracil,CCCC1=CC(=O)NC(=S)N1
DB00551,DB00551,approved,Acetohydroxamic acid,CC(=O)NO
DB00552,DB00552,approved; investigational,Pentostatin,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O
DB00553,DB00553,approved,Methoxsalen,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2
DB00554,DB00554,approved; investigational,Piroxicam,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O
DB00555,DB00555,approved; investigational,Lamotrigine,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1
DB00556,DB00556,approved,Perflutren,FC(F)(F)C(F)(F)C(F)(F)F
DB00557,DB00557,approved,Hydroxyzine,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB00558,DB00558,approved; investigational,Zanamivir,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO
DB00559,DB00559,approved; investigational,Bosentan,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1
DB00561,DB00561,approved; vet_approved,Doxapram,CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
DB00562,DB00562,approved,Benzthiazide,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O
DB00563,DB00563,approved,Methotrexate,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(C)CC1=NC2=C(N)NC(=N)N=C2N=C1)C(O)=O
DB00564,DB00564,approved; investigational,Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
DB00566,DB00566,approved,Succimer,OC(=O)[C@@H](S)[C@@H](S)C(O)=O
DB00567,DB00567,approved; investigational; vet_approved,Cephalexin,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
